bash-4.4# time kafka-producer-perf-test.sh --topic testes-de-performance --num-records 10000000 --throughput -1 --record-size 1000 --producer.config opt/kafka/config/producer.prope
rties
70401 records sent, 13844.8 records/sec (13.20 MB/sec), 1226.0 ms avg latency, 2978.0 ms max latency.
128160 records sent, 25524.8 records/sec (24.34 MB/sec), 1378.2 ms avg latency, 10376.0 ms max latency.
106192 records sent, 21158.0 records/sec (20.18 MB/sec), 1434.9 ms avg latency, 10127.0 ms max latency.
126704 records sent, 25310.4 records/sec (24.14 MB/sec), 1326.4 ms avg latency, 10783.0 ms max latency.
111824 records sent, 21956.4 records/sec (20.94 MB/sec), 1445.5 ms avg latency, 11249.0 ms max latency.
119445 records sent, 23751.2 records/sec (22.65 MB/sec), 1376.2 ms avg latency, 11918.0 ms max latency.
130064 records sent, 25997.2 records/sec (24.79 MB/sec), 1335.2 ms avg latency, 12315.0 ms max latency.
105312 records sent, 20747.0 records/sec (19.79 MB/sec), 1437.0 ms avg latency, 11197.0 ms max latency.
126560 records sent, 25312.0 records/sec (24.14 MB/sec), 1447.3 ms avg latency, 11602.0 ms max latency.
126179 records sent, 25235.8 records/sec (24.07 MB/sec), 1238.6 ms avg latency, 11506.0 ms max latency.
86637 records sent, 17327.4 records/sec (16.52 MB/sec), 1693.1 ms avg latency, 10895.0 ms max latency.
126880 records sent, 25290.0 records/sec (24.12 MB/sec), 1481.8 ms avg latency, 11114.0 ms max latency.
121136 records sent, 24227.2 records/sec (23.10 MB/sec), 1327.7 ms avg latency, 11453.0 ms max latency.
109616 records sent, 21801.1 records/sec (20.79 MB/sec), 1433.8 ms avg latency, 11512.0 ms max latency.
127264 records sent, 25447.7 records/sec (24.27 MB/sec), 1350.6 ms avg latency, 11626.0 ms max latency.
115296 records sent, 23022.4 records/sec (21.96 MB/sec), 1359.9 ms avg latency, 11908.0 ms max latency.
100095 records sent, 20011.0 records/sec (19.08 MB/sec), 1712.9 ms avg latency, 12295.0 ms max latency.
126416 records sent, 25268.0 records/sec (24.10 MB/sec), 1401.1 ms avg latency, 11854.0 ms max latency.
117952 records sent, 23548.0 records/sec (22.46 MB/sec), 1310.1 ms avg latency, 10792.0 ms max latency.
118208 records sent, 23641.6 records/sec (22.55 MB/sec), 1313.2 ms avg latency, 10607.0 ms max latency.
102189 records sent, 20291.7 records/sec (19.35 MB/sec), 1561.1 ms avg latency, 10721.0 ms max latency.
10000000 records sent, 22755.147783 records/sec (21.70 MB/sec), 1432.96 ms avg latency, 12315.00 ms max latency, 375 ms 50th, 6552 ms 95th, 9244 ms 99th, 10940 ms 99.9th.

real    7m21.964s
user    0m44.504s
sys     0m39.905s



bash-4.4# time kafka-producer-perf-test.sh --topic testes-de-performance --num-records 10000000 --throughput -1 --record-size 1000 --producer.config opt/kafka/config/producer.properties
59329 records sent, 11792.7 records/sec (11.25 MB/sec), 1366.6 ms avg latency, 2982.0 ms max latency.
89104 records sent, 17774.6 records/sec (16.95 MB/sec), 1762.5 ms avg latency, 4234.0 ms max latency.
108640 records sent, 21428.0 records/sec (20.44 MB/sec), 1575.1 ms avg latency, 4397.0 ms max latency.
111312 records sent, 22191.4 records/sec (21.16 MB/sec), 1454.1 ms avg latency, 5207.0 ms max latency.
101536 records sent, 20286.9 records/sec (19.35 MB/sec), 1586.4 ms avg latency, 5833.0 ms max latency.
115536 records sent, 23070.3 records/sec (22.00 MB/sec), 1457.0 ms avg latency, 5546.0 ms max latency.
115472 records sent, 22852.2 records/sec (21.79 MB/sec), 1232.0 ms avg latency, 6000.0 ms max latency.
71824 records sent, 14327.5 records/sec (13.66 MB/sec), 1691.1 ms avg latency, 8351.0 ms max latency.
110816 records sent, 22132.2 records/sec (21.11 MB/sec), 1893.7 ms avg latency, 8647.0 ms max latency.
116368 records sent, 23231.8 records/sec (22.16 MB/sec), 1392.5 ms avg latency, 7616.0 ms max latency.
100880 records sent, 20055.7 records/sec (19.13 MB/sec), 1534.2 ms avg latency, 8745.0 ms max latency.
90192 records sent, 17984.4 records/sec (17.15 MB/sec), 1819.0 ms avg latency, 9973.0 ms max latency.
119008 records sent, 23773.1 records/sec (22.67 MB/sec), 1476.8 ms avg latency, 9784.0 ms max latency.
112912 records sent, 22470.0 records/sec (21.43 MB/sec), 1489.5 ms avg latency, 8669.0 ms max latency.
111272 records sent, 22082.2 records/sec (21.06 MB/sec), 1480.9 ms avg latency, 8676.0 ms max latency.
128224 records sent, 25588.5 records/sec (24.40 MB/sec), 1336.1 ms avg latency, 8352.0 ms max latency.
105776 records sent, 21134.1 records/sec (20.16 MB/sec), 1387.5 ms avg latency, 8638.0 ms max latency.
127456 records sent, 25420.0 records/sec (24.24 MB/sec), 1430.8 ms avg latency, 8925.0 ms max latency.
123776 records sent, 24755.2 records/sec (23.61 MB/sec), 1274.1 ms avg latency, 9254.0 ms max latency.
92656 records sent, 18531.2 records/sec (17.67 MB/sec), 1677.4 ms avg latency, 8709.0 ms max latency.
122944 records sent, 24486.0 records/sec (23.35 MB/sec), 1407.0 ms avg latency, 9390.0 ms max latency.
128480 records sent, 25563.1 records/sec (24.38 MB/sec), 1246.4 ms avg latency, 8794.0 ms max latency.
106832 records sent, 21058.9 records/sec (20.08 MB/sec), 1466.5 ms avg latency, 9843.0 ms max latency.
125984 records sent, 25046.5 records/sec (23.89 MB/sec), 1489.7 ms avg latency, 10181.0 ms max latency.
124352 records sent, 24860.5 records/sec (23.71 MB/sec), 1297.1 ms avg latency, 10312.0 ms max latency.
96400 records sent, 19256.9 records/sec (18.36 MB/sec), 1579.7 ms avg latency, 9962.0 ms max latency.
130816 records sent, 26022.7 records/sec (24.82 MB/sec), 1389.0 ms avg latency, 10548.0 ms max latency.
117840 records sent, 23563.3 records/sec (22.47 MB/sec), 1340.2 ms avg latency, 9946.0 ms max latency.
111696 records sent, 22334.7 records/sec (21.30 MB/sec), 1395.9 ms avg latency, 8908.0 ms max latency.
104064 records sent, 20796.2 records/sec (19.83 MB/sec), 1597.8 ms avg latency, 9809.0 ms max latency.
122256 records sent, 24319.9 records/sec (23.19 MB/sec), 1405.6 ms avg latency, 10198.0 ms max latency.
94640 records sent, 18882.7 records/sec (18.01 MB/sec), 1469.9 ms avg latency, 11019.0 ms max latency.
119472 records sent, 23875.3 records/sec (22.77 MB/sec), 1565.6 ms avg latency, 11971.0 ms max latency.
125488 records sent, 25097.6 records/sec (23.93 MB/sec), 1292.0 ms avg latency, 11693.0 ms max latency.
79904 records sent, 15939.4 records/sec (15.20 MB/sec), 1571.6 ms avg latency, 11834.0 ms max latency.
55974 records sent, 11081.8 records/sec (10.57 MB/sec), 2369.6 ms avg latency, 14477.0 ms max latency.
114874 records sent, 22887.8 records/sec (21.83 MB/sec), 2002.2 ms avg latency, 15184.0 ms max latency.
121888 records sent, 24343.5 records/sec (23.22 MB/sec), 1418.4 ms avg latency, 14366.0 ms max latency.
105760 records sent, 21088.7 records/sec (20.11 MB/sec), 1489.1 ms avg latency, 10414.0 ms max latency.
130512 records sent, 26097.2 records/sec (24.89 MB/sec), 1391.5 ms avg latency, 10994.0 ms max latency.
130544 records sent, 26051.5 records/sec (24.84 MB/sec), 1265.1 ms avg latency, 9416.0 ms max latency.
105280 records sent, 20997.2 records/sec (20.02 MB/sec), 1381.0 ms avg latency, 10077.0 ms max latency.
133024 records sent, 26498.8 records/sec (25.27 MB/sec), 1351.2 ms avg latency, 10340.0 ms max latency.
119936 records sent, 23958.4 records/sec (22.85 MB/sec), 1305.1 ms avg latency, 10297.0 ms max latency.
116160 records sent, 23232.0 records/sec (22.16 MB/sec), 1429.5 ms avg latency, 11070.0 ms max latency.
135648 records sent, 27118.8 records/sec (25.86 MB/sec), 1317.4 ms avg latency, 11052.0 ms max latency.
106736 records sent, 21338.7 records/sec (20.35 MB/sec), 1377.7 ms avg latency, 9759.0 ms max latency.
127232 records sent, 25390.5 records/sec (24.21 MB/sec), 1378.3 ms avg latency, 10452.0 ms max latency.
124304 records sent, 24816.1 records/sec (23.67 MB/sec), 1262.1 ms avg latency, 10797.0 ms max latency.
102736 records sent, 20502.1 records/sec (19.55 MB/sec), 1546.5 ms avg latency, 10410.0 ms max latency.
109296 records sent, 21642.8 records/sec (20.64 MB/sec), 1522.1 ms avg latency, 11208.0 ms max latency.
131344 records sent, 26200.7 records/sec (24.99 MB/sec), 1367.9 ms avg latency, 11951.0 ms max latency.
118624 records sent, 23672.7 records/sec (22.58 MB/sec), 1369.8 ms avg latency, 10782.0 ms max latency.
125792 records sent, 25008.3 records/sec (23.85 MB/sec), 1361.7 ms avg latency, 9044.0 ms max latency.
128496 records sent, 25699.2 records/sec (24.51 MB/sec), 1258.6 ms avg latency, 8626.0 ms max latency.
101824 records sent, 20251.4 records/sec (19.31 MB/sec), 1410.2 ms avg latency, 10310.0 ms max latency.
122096 records sent, 24380.2 records/sec (23.25 MB/sec), 1496.3 ms avg latency, 11275.0 ms max latency.
127328 records sent, 25414.8 records/sec (24.24 MB/sec), 1319.0 ms avg latency, 11505.0 ms max latency.
122336 records sent, 24025.1 records/sec (22.91 MB/sec), 1283.6 ms avg latency, 11025.0 ms max latency.
114688 records sent, 22891.8 records/sec (21.83 MB/sec), 1502.9 ms avg latency, 12612.0 ms max latency.
133008 records sent, 26333.0 records/sec (25.11 MB/sec), 1330.3 ms avg latency, 12730.0 ms max latency.
97072 records sent, 19275.6 records/sec (18.38 MB/sec), 1442.2 ms avg latency, 12146.0 ms max latency.
128720 records sent, 25570.1 records/sec (24.39 MB/sec), 1407.4 ms avg latency, 12288.0 ms max latency.
126048 records sent, 25199.5 records/sec (24.03 MB/sec), 1267.6 ms avg latency, 12836.0 ms max latency.
114032 records sent, 22724.6 records/sec (21.67 MB/sec), 1392.0 ms avg latency, 12598.0 ms max latency.
122304 records sent, 24281.1 records/sec (23.16 MB/sec), 1402.7 ms avg latency, 12081.0 ms max latency.
127392 records sent, 25437.7 records/sec (24.26 MB/sec), 1270.0 ms avg latency, 11178.0 ms max latency.
100352 records sent, 20070.4 records/sec (19.14 MB/sec), 1514.3 ms avg latency, 10638.0 ms max latency.
125680 records sent, 25125.9 records/sec (23.96 MB/sec), 1428.4 ms avg latency, 11067.0 ms max latency.
127360 records sent, 25456.7 records/sec (24.28 MB/sec), 1407.9 ms avg latency, 10603.0 ms max latency.
95504 records sent, 19077.9 records/sec (18.19 MB/sec), 1658.5 ms avg latency, 7649.0 ms max latency.
128640 records sent, 25569.5 records/sec (24.38 MB/sec), 1427.0 ms avg latency, 6131.0 ms max latency.
115632 records sent, 23066.4 records/sec (22.00 MB/sec), 1306.7 ms avg latency, 5798.0 ms max latency.
95872 records sent, 19082.8 records/sec (18.20 MB/sec), 1547.2 ms avg latency, 7251.0 ms max latency.
122624 records sent, 24490.5 records/sec (23.36 MB/sec), 1475.1 ms avg latency, 8207.0 ms max latency.
124912 records sent, 24952.5 records/sec (23.80 MB/sec), 1318.4 ms avg latency, 6437.0 ms max latency.
87280 records sent, 17424.6 records/sec (16.62 MB/sec), 1506.9 ms avg latency, 7399.0 ms max latency.
128640 records sent, 25594.9 records/sec (24.41 MB/sec), 1570.5 ms avg latency, 7649.0 ms max latency.
110176 records sent, 21908.1 records/sec (20.89 MB/sec), 1292.8 ms avg latency, 7387.0 ms max latency.
109808 records sent, 21878.5 records/sec (20.86 MB/sec), 1490.2 ms avg latency, 8211.0 ms max latency.
113056 records sent, 22611.2 records/sec (21.56 MB/sec), 1500.1 ms avg latency, 8642.0 ms max latency.
121088 records sent, 24193.4 records/sec (23.07 MB/sec), 1399.1 ms avg latency, 8516.0 ms max latency.
114960 records sent, 22992.0 records/sec (21.93 MB/sec), 1367.8 ms avg latency, 7907.0 ms max latency.
114112 records sent, 22822.4 records/sec (21.77 MB/sec), 1539.3 ms avg latency, 8870.0 ms max latency.
120784 records sent, 23993.6 records/sec (22.88 MB/sec), 1343.3 ms avg latency, 9139.0 ms max latency.
118128 records sent, 23573.7 records/sec (22.48 MB/sec), 1354.9 ms avg latency, 8113.0 ms max latency.
114848 records sent, 22819.0 records/sec (21.76 MB/sec), 1434.5 ms avg latency, 7966.0 ms max latency.
10000000 records sent, 22596.214682 records/sec (21.55 MB/sec), 1442.64 ms avg latency, 15184.00 ms max latency, 578 ms 50th, 5765 ms 95th, 8794 ms 99th, 11893 ms 99.9th.

real    7m25.054s
user    0m45.627s
sys     0m38.251s



bash-4.4# time kafka-producer-perf-test.sh --topic testes-de-performance --num-records 10000000 --throughput -1 --record-size 1000 --producer.config opt/kafka/config/producer.properties
37889 records sent, 7546.1 records/sec (7.20 MB/sec), 1485.8 ms avg latency, 3433.0 ms max latency.
80768 records sent, 16095.7 records/sec (15.35 MB/sec), 2191.0 ms avg latency, 6234.0 ms max latency.
54224 records sent, 10588.6 records/sec (10.10 MB/sec), 1997.9 ms avg latency, 7647.0 ms max latency.
27744 records sent, 5544.4 records/sec (5.29 MB/sec), 4273.5 ms avg latency, 11974.0 ms max latency.
90864 records sent, 18161.9 records/sec (17.32 MB/sec), 2864.3 ms avg latency, 12870.0 ms max latency.
92384 records sent, 18465.7 records/sec (17.61 MB/sec), 1677.3 ms avg latency, 7850.0 ms max latency.
95808 records sent, 19142.5 records/sec (18.26 MB/sec), 1503.2 ms avg latency, 7396.0 ms max latency.
94720 records sent, 18925.1 records/sec (18.05 MB/sec), 1832.8 ms avg latency, 8186.0 ms max latency.
89000 records sent, 17729.1 records/sec (16.91 MB/sec), 1593.8 ms avg latency, 7791.0 ms max latency.
95040 records sent, 18989.0 records/sec (18.11 MB/sec), 1848.7 ms avg latency, 8481.0 ms max latency.
85184 records sent, 17016.4 records/sec (16.23 MB/sec), 1770.1 ms avg latency, 9023.0 ms max latency.
95025 records sent, 18918.0 records/sec (18.04 MB/sec), 1812.8 ms avg latency, 9994.0 ms max latency.
102640 records sent, 20353.0 records/sec (19.41 MB/sec), 1624.2 ms avg latency, 10127.0 ms max latency.
91008 records sent, 17837.7 records/sec (17.01 MB/sec), 1694.0 ms avg latency, 10382.0 ms max latency.
86678 records sent, 17328.7 records/sec (16.53 MB/sec), 1894.6 ms avg latency, 11511.0 ms max latency.
95680 records sent, 19078.8 records/sec (18.19 MB/sec), 1787.5 ms avg latency, 11353.0 ms max latency.
107647 records sent, 21507.9 records/sec (20.51 MB/sec), 1694.7 ms avg latency, 10816.0 ms max latency.
97900 records sent, 19552.6 records/sec (18.65 MB/sec), 1578.1 ms avg latency, 10131.0 ms max latency.
91921 records sent, 18376.8 records/sec (17.53 MB/sec), 1616.5 ms avg latency, 10263.0 ms max latency.
105552 records sent, 21110.4 records/sec (20.13 MB/sec), 1688.3 ms avg latency, 10956.0 ms max latency.
103648 records sent, 20725.5 records/sec (19.77 MB/sec), 1541.1 ms avg latency, 10319.0 ms max latency.
86441 records sent, 17134.0 records/sec (16.34 MB/sec), 1722.2 ms avg latency, 11068.0 ms max latency.
98080 records sent, 19596.4 records/sec (18.69 MB/sec), 1764.3 ms avg latency, 11643.0 ms max latency.
104480 records sent, 20871.0 records/sec (19.90 MB/sec), 1625.6 ms avg latency, 11752.0 ms max latency.
98694 records sent, 19555.0 records/sec (18.65 MB/sec), 1724.5 ms avg latency, 10970.0 ms max latency.
100368 records sent, 19989.6 records/sec (19.06 MB/sec), 1750.4 ms avg latency, 10925.0 ms max latency.
89312 records sent, 17851.7 records/sec (17.02 MB/sec), 1746.1 ms avg latency, 11122.0 ms max latency.
103936 records sent, 20716.8 records/sec (19.76 MB/sec), 1624.5 ms avg latency, 11174.0 ms max latency.
107232 records sent, 21284.6 records/sec (20.30 MB/sec), 1632.9 ms avg latency, 10710.0 ms max latency.
114448 records sent, 22793.9 records/sec (21.74 MB/sec), 1532.3 ms avg latency, 9137.0 ms max latency.
94661 records sent, 18692.9 records/sec (17.83 MB/sec), 1547.6 ms avg latency, 8804.0 ms max latency.
89408 records sent, 17853.0 records/sec (17.03 MB/sec), 1784.4 ms avg latency, 11650.0 ms max latency.
114592 records sent, 22859.0 records/sec (21.80 MB/sec), 1605.7 ms avg latency, 12351.0 ms max latency.
108762 records sent, 21748.1 records/sec (20.74 MB/sec), 1508.9 ms avg latency, 11102.0 ms max latency.
104784 records sent, 20794.6 records/sec (19.83 MB/sec), 1714.0 ms avg latency, 9652.0 ms max latency.
126240 records sent, 25222.8 records/sec (24.05 MB/sec), 1412.5 ms avg latency, 8862.0 ms max latency.
104048 records sent, 20514.2 records/sec (19.56 MB/sec), 1519.9 ms avg latency, 7956.0 ms max latency.
105872 records sent, 21174.4 records/sec (20.19 MB/sec), 1595.3 ms avg latency, 7688.0 ms max latency.
106136 records sent, 21197.5 records/sec (20.22 MB/sec), 1612.8 ms avg latency, 5473.0 ms max latency.
97936 records sent, 19552.0 records/sec (18.65 MB/sec), 1516.3 ms avg latency, 5339.0 ms max latency.
99536 records sent, 19761.0 records/sec (18.85 MB/sec), 1667.3 ms avg latency, 7364.0 ms max latency.
117984 records sent, 23526.2 records/sec (22.44 MB/sec), 1525.2 ms avg latency, 7375.0 ms max latency.
101600 records sent, 20214.9 records/sec (19.28 MB/sec), 1480.3 ms avg latency, 7236.0 ms max latency.
112720 records sent, 22485.5 records/sec (21.44 MB/sec), 1523.7 ms avg latency, 7893.0 ms max latency.
119136 records sent, 23732.3 records/sec (22.63 MB/sec), 1376.9 ms avg latency, 7944.0 ms max latency.
98944 records sent, 19741.4 records/sec (18.83 MB/sec), 1535.7 ms avg latency, 7251.0 ms max latency.
123920 records sent, 24616.6 records/sec (23.48 MB/sec), 1411.6 ms avg latency, 8372.0 ms max latency.
118368 records sent, 23551.1 records/sec (22.46 MB/sec), 1401.0 ms avg latency, 8177.0 ms max latency.
98144 records sent, 19554.5 records/sec (18.65 MB/sec), 1627.2 ms avg latency, 8957.0 ms max latency.
105830 records sent, 21166.0 records/sec (20.19 MB/sec), 1657.0 ms avg latency, 10231.0 ms max latency.
122778 records sent, 24526.2 records/sec (23.39 MB/sec), 1321.6 ms avg latency, 10267.0 ms max latency.
109344 records sent, 21855.7 records/sec (20.84 MB/sec), 1450.1 ms avg latency, 9281.0 ms max latency.
118240 records sent, 23629.1 records/sec (22.53 MB/sec), 1424.8 ms avg latency, 9178.0 ms max latency.
110992 records sent, 22145.3 records/sec (21.12 MB/sec), 1395.7 ms avg latency, 8985.0 ms max latency.
124208 records sent, 24772.2 records/sec (23.62 MB/sec), 1370.3 ms avg latency, 9041.0 ms max latency.
102576 records sent, 20482.4 records/sec (19.53 MB/sec), 1470.8 ms avg latency, 8854.0 ms max latency.
116752 records sent, 23243.5 records/sec (22.17 MB/sec), 1552.4 ms avg latency, 10138.0 ms max latency.
112465 records sent, 22372.2 records/sec (21.34 MB/sec), 1490.7 ms avg latency, 10331.0 ms max latency.
122848 records sent, 24510.8 records/sec (23.38 MB/sec), 1351.4 ms avg latency, 9825.0 ms max latency.
121744 records sent, 24324.5 records/sec (23.20 MB/sec), 1293.2 ms avg latency, 9438.0 ms max latency.
111456 records sent, 22149.4 records/sec (21.12 MB/sec), 1574.0 ms avg latency, 9454.0 ms max latency.
113680 records sent, 22604.9 records/sec (21.56 MB/sec), 1405.4 ms avg latency, 9902.0 ms max latency.
92592 records sent, 18331.4 records/sec (17.48 MB/sec), 1662.9 ms avg latency, 9380.0 ms max latency.
113584 records sent, 22703.2 records/sec (21.65 MB/sec), 1497.7 ms avg latency, 9373.0 ms max latency.
